Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession,Instrument,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sex,source_name,SRA Study,strain
SRR2727375,RNA-Seq,43,370518186,PRJNA299180,SAMN04194885,398306119,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355122,GSM1912184,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,370,379,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121442,GSM1912184,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727376,RNA-Seq,43,207788771,PRJNA299180,SAMN04194886,235211182,Epi,GEO,public,sra,"ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1355123,GSM1912185,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,207,224,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121441,GSM1912185,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727377,RNA-Seq,43,57171467,PRJNA299180,SAMN04194887,63383247,Epi,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355124,GSM1912186,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,57,60,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121440,GSM1912186,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727378,RNA-Seq,43,346187367,PRJNA299180,SAMN04194888,372965077,Epi,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355125,GSM1912187,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,346,355,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121439,GSM1912187,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727379,RNA-Seq,43,226432754,PRJNA299180,SAMN04194889,244961923,Epi,GEO,public,sra,"ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355126,GSM1912188,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,226,233,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121438,GSM1912188,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727380,RNA-Seq,43,248053670,PRJNA299180,SAMN04194890,267880883,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355127,GSM1912189,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,248,255,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121436,GSM1912189,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727381,RNA-Seq,43,298622358,PRJNA299180,SAMN04194891,321513962,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355128,GSM1912190,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,298,306,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121437,GSM1912190,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727382,RNA-Seq,43,380459571,PRJNA299180,SAMN04194892,407395524,Epi,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355129,GSM1912191,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,380,388,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121435,GSM1912191,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727383,RNA-Seq,43,586361115,PRJNA299180,SAMN04194896,621466020,Epi,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355130,GSM1912192,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,586,592,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121434,GSM1912192,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727384,RNA-Seq,43,148442106,PRJNA299180,SAMN04194897,164288085,Epi,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355131,GSM1912193,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,148,156,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121433,GSM1912193,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727385,RNA-Seq,43,153652932,PRJNA299180,SAMN04194898,161053683,Epi,GEO,public,sra,"s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX1355132,GSM1912194,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,153,153,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121432,GSM1912194,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727386,RNA-Seq,43,88242063,PRJNA299180,SAMN04194893,93006684,Epi,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355133,GSM1912195,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,88,88,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121431,GSM1912195,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727387,RNA-Seq,43,167717157,PRJNA299180,SAMN04194894,175373839,Epi,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355134,GSM1912196,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,167,167,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121430,GSM1912196,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727388,RNA-Seq,43,122218427,PRJNA299180,SAMN04194895,133350337,Epi,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355135,GSM1912197,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,122,127,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121429,GSM1912197,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727389,RNA-Seq,43,156521978,PRJNA299180,SAMN04194899,164651670,Epi,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355136,GSM1912198,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,156,157,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121428,GSM1912198,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727390,RNA-Seq,43,179831246,PRJNA299180,SAMN04194900,188521611,Epi,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355137,GSM1912199,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,179,179,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121426,GSM1912199,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727391,RNA-Seq,43,314599610,PRJNA299180,SAMN04194901,322449243,Epi,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355138,GSM1912200,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,314,307,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121425,GSM1912200,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727392,RNA-Seq,43,189291805,PRJNA299180,SAMN04194902,199116398,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355139,GSM1912201,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,189,189,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121427,GSM1912201,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727393,RNA-Seq,43,35785073,PRJNA299180,SAMN04194903,38402333,Epi,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355140,GSM1912202,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,35,36,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121424,GSM1912202,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727394,RNA-Seq,43,41054465,PRJNA299180,SAMN04194904,43638325,Epi,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355141,GSM1912203,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,41,41,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121423,GSM1912203,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727395,RNA-Seq,43,43225492,PRJNA299180,SAMN04194905,46005674,Epi,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355142,GSM1912204,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,43,43,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121422,GSM1912204,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727396,RNA-Seq,43,37498408,PRJNA299180,SAMN04194906,40024434,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355143,GSM1912205,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,37,38,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121421,GSM1912205,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727397,RNA-Seq,43,45636889,PRJNA299180,SAMN04194907,48526713,Epi,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355144,GSM1912206,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,45,46,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121420,GSM1912206,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727398,RNA-Seq,43,101771669,PRJNA299180,SAMN04194908,112848694,Epi,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355145,GSM1912207,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,101,107,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121419,GSM1912207,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727399,RNA-Seq,43,96575076,PRJNA299180,SAMN04194909,107730675,Epi,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355146,GSM1912208,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,96,102,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121418,GSM1912208,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727400,RNA-Seq,43,55571480,PRJNA299180,SAMN04194910,59166791,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355147,GSM1912209,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,55,56,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121417,GSM1912209,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727401,RNA-Seq,43,109303076,PRJNA299180,SAMN04194765,115920709,Epi,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355148,GSM1912210,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,109,110,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121416,GSM1912210,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727403,RNA-Seq,43,172494070,PRJNA299180,SAMN04194767,180930073,Epi,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355150,GSM1912212,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,172,172,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121414,GSM1912212,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727404,RNA-Seq,43,119330031,PRJNA299180,SAMN04194768,132083374,Epi,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355151,GSM1912213,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,119,125,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121413,GSM1912213,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727405,RNA-Seq,43,211689473,PRJNA299180,SAMN04194769,228063860,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355152,GSM1912214,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,211,217,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121412,GSM1912214,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727406,RNA-Seq,43,121922974,PRJNA299180,SAMN04194770,128477160,Epi,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355153,GSM1912215,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,121,122,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121410,GSM1912215,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727407,RNA-Seq,43,97059385,PRJNA299180,SAMN04194771,102309406,Epi,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355154,GSM1912216,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,97,97,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121411,GSM1912216,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727408,RNA-Seq,43,203298582,PRJNA299180,SAMN04194772,211376096,Epi,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355155,GSM1912217,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,203,201,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121409,GSM1912217,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727409,RNA-Seq,43,188969821,PRJNA299180,SAMN04194773,197355197,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355156,GSM1912218,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,188,188,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121408,GSM1912218,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727410,RNA-Seq,43,207082539,PRJNA299180,SAMN04194774,216753533,Epi,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355157,GSM1912219,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,207,206,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121406,GSM1912219,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727411,RNA-Seq,43,77294736,PRJNA299180,SAMN04194775,86673061,Epi,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355158,GSM1912220,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,77,82,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121405,GSM1912220,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727412,RNA-Seq,43,113023221,PRJNA299180,SAMN04194776,119862037,Epi,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355159,GSM1912221,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,113,114,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121407,GSM1912221,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727413,RNA-Seq,43,90466754,PRJNA299180,SAMN04194777,96388342,Epi,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355160,GSM1912222,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,90,91,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121403,GSM1912222,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727414,RNA-Seq,43,58634628,PRJNA299180,SAMN04194778,62478769,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355161,GSM1912223,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,58,59,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121402,GSM1912223,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727415,RNA-Seq,43,81841169,PRJNA299180,SAMN04194779,86817202,Epi,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355162,GSM1912224,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,81,82,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121404,GSM1912224,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727416,RNA-Seq,43,110262406,PRJNA299180,SAMN04194780,116113328,Epi,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355163,GSM1912225,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,110,110,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121400,GSM1912225,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727417,RNA-Seq,43,76379180,PRJNA299180,SAMN04194781,81375293,Epi,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355164,GSM1912226,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,76,77,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121401,GSM1912226,female,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727418,RNA-Seq,43,56170599,PRJNA299180,SAMN04194782,64014263,Motor neuron,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355165,GSM1912227,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,56,61,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121399,GSM1912227,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727419,RNA-Seq,43,104257585,PRJNA299180,SAMN04194783,114576283,Motor neuron,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355166,GSM1912228,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,104,109,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121398,GSM1912228,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727420,RNA-Seq,43,49493516,PRJNA299180,SAMN04194784,55419026,Motor neuron,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355167,GSM1912229,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,49,52,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121397,GSM1912229,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727421,RNA-Seq,43,59453391,PRJNA299180,SAMN04194785,66466965,Motor neuron,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355168,GSM1912230,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,59,63,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121396,GSM1912230,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727422,RNA-Seq,43,221916636,PRJNA299180,SAMN04194786,239421402,Motor neuron,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355169,GSM1912231,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,221,228,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121395,GSM1912231,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727423,RNA-Seq,43,215056932,PRJNA299180,SAMN04194787,232671849,Motor neuron,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355170,GSM1912232,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,215,221,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121394,GSM1912232,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727424,RNA-Seq,43,197076525,PRJNA299180,SAMN04194788,213328879,Motor neuron,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355171,GSM1912233,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,197,203,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121392,GSM1912233,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727425,RNA-Seq,43,283095961,PRJNA299180,SAMN04194789,301975112,Motor neuron,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355172,GSM1912234,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,283,287,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121393,GSM1912234,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727426,RNA-Seq,43,218166778,PRJNA299180,SAMN04194790,235137321,Motor neuron,GEO,public,sra,"ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355173,GSM1912235,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,218,224,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121391,GSM1912235,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727427,RNA-Seq,43,167734873,PRJNA299180,SAMN04194791,184175508,Motor neuron,GEO,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1355174,GSM1912236,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,167,175,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121390,GSM1912236,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727428,RNA-Seq,43,205890579,PRJNA299180,SAMN04194792,222560686,Motor neuron,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355175,GSM1912237,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,205,212,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121389,GSM1912237,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727429,RNA-Seq,43,116083273,PRJNA299180,SAMN04194793,130822054,Motor neuron,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355176,GSM1912238,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,116,124,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121388,GSM1912238,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727430,RNA-Seq,43,283108259,PRJNA299180,SAMN04194794,302599661,Motor neuron,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355177,GSM1912239,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,283,288,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121387,GSM1912239,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727432,RNA-Seq,43,99376827,PRJNA299180,SAMN04194852,109148984,Motor neuron,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355179,GSM1912241,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,99,104,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121385,GSM1912241,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727433,RNA-Seq,43,169859417,PRJNA299180,SAMN04194853,184355784,Motor neuron,GEO,public,sra,"gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355180,GSM1912242,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,169,175,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121384,GSM1912242,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727434,RNA-Seq,43,141808195,PRJNA299180,SAMN04194854,155217232,Motor neuron,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355181,GSM1912243,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,141,148,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121383,GSM1912243,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727436,RNA-Seq,43,145168215,PRJNA299180,SAMN04194856,158068220,Motor neuron,GEO,public,sra,"ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX1355183,GSM1912245,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,145,150,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121380,GSM1912245,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727437,RNA-Seq,43,193678149,PRJNA299180,SAMN04194857,209491169,Motor neuron,GEO,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1355184,GSM1912246,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,193,199,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121379,GSM1912246,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727438,RNA-Seq,43,265130088,PRJNA299180,SAMN04194858,297122205,Motor neuron,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355185,GSM1912247,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,265,283,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121378,GSM1912247,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727439,RNA-Seq,43,167158974,PRJNA299180,SAMN04194859,188987778,Motor neuron,GEO,public,sra,"s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1355186,GSM1912248,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,167,180,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121377,GSM1912248,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
SRR2727440,RNA-Seq,43,444330610,PRJNA299180,SAMN04194860,483436253,Motor neuron,GEO,public,sra,"s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX1355187,GSM1912249,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,444,461,Mus musculus,ILLUMINA,2016-07-27T00:00:00Z,SRS1121376,GSM1912249,male,embryo,SRP064979,male CAST/EiJ x female C57BL/6J
